,date,water_volume_variation,water_flow,water_volume,water_height,water_precipitation
5636,2005-06-07,-36035.0,1.0,2.0,2.0,0.0
3523,1999-08-25,-99988.0,1.0,0.0,0.0,0.0
9212,2015-03-23,0.0,2.0,0.0,0.0,1.0
3742,2000-03-31,0.0,0.0,1.0,1.0,0.0
2073,1995-09-05,-120680.0,0.0,0.0,0.0,0.0
4170,2001-06-02,0.0,2.0,2.0,2.0,0.0
1154,1993-02-28,109762.0,1.0,1.0,1.0,1.0
6901,2008-11-23,-110853.0,1.0,1.0,1.0,1.0
3513,1999-08-15,-105842.0,1.0,1.0,1.0,0.0
5856,2006-01-13,138310.0,2.0,1.0,1.0,1.0
4179,2001-06-11,-32218.0,2.0,2.0,2.0,0.0
8808,2014-02-12,-84525.0,2.0,1.0,1.0,1.0
5788,2005-11-06,277473.0,0.0,1.0,1.0,0.0
347,1990-12-14,-330142.0,2.0,0.0,0.0,0.0
4844,2003-04-07,-87948.0,2.0,1.0,1.0,0.0
2661,1997-04-15,-54473.0,0.0,1.0,1.0,0.0
4330,2001-11-09,-75977.0,1.0,0.0,0.0,1.0
1602,1994-05-22,514928.0,2.0,2.0,2.0,0.0
5529,2005-02-20,31144.0,0.0,2.0,2.0,1.0
3879,2000-08-15,-101574.0,1.0,0.0,0.0,0.0
509,1991-05-25,0.0,0.0,2.0,2.0,0.0
604,1991-08-28,-99464.0,0.0,0.0,0.0,1.0
3762,2000-04-20,448121.0,2.0,1.0,1.0,1.0
3907,2000-09-12,-108398.0,0.0,0.0,0.0,0.0
1749,1994-10-16,-16504.0,0.0,0.0,0.0,0.0
4138,2001-05-01,84217.0,2.0,1.0,1.0,1.0
9586,2016-03-31,1128460.0,2.0,1.0,1.0,0.0
4554,2002-06-21,-33013.0,1.0,2.0,2.0,0.0
4729,2002-12-13,-589748.0,2.0,0.0,0.0,1.0
5554,2005-03-17,33778.0,0.0,2.0,2.0,0.0
6750,2008-06-25,-36448.0,1.0,2.0,2.0,0.0
4985,2003-08-26,-82781.0,1.0,1.0,1.0,1.0
9635,2016-05-19,139010.0,1.0,2.0,2.0,1.0
5555,2005-03-18,67668.0,0.0,2.0,2.0,0.0
8345,2012-11-06,50655.0,0.0,0.0,0.0,0.0
6742,2008-06-17,217671.0,2.0,2.0,2.0,0.0
5287,2004-06-23,-34474.0,0.0,2.0,2.0,1.0
2970,1998-02-18,100121.0,1.0,0.0,0.0,0.0
9368,2015-08-26,-58528.0,0.0,1.0,1.0,1.0
2158,1995-11-29,0.0,2.0,0.0,0.0,1.0
5895,2006-02-21,507772.0,2.0,2.0,2.0,1.0
2920,1997-12-30,204985.0,2.0,0.0,0.0,1.0
8415,2013-01-15,26210.0,2.0,0.0,0.0,1.0
4655,2002-09-30,-104295.0,0.0,0.0,0.0,0.0
8899,2014-05-14,66863.0,0.0,2.0,2.0,0.0
7294,2009-12-21,106110.0,2.0,1.0,1.0,1.0
5178,2004-03-06,0.0,2.0,2.0,2.0,0.0
2822,1997-09-23,-115168.0,0.0,0.0,0.0,0.0
2332,1996-05-21,-400740.0,2.0,2.0,2.0,0.0
1591,1994-05-11,89939.0,0.0,1.0,1.0,1.0
4750,2003-01-03,549750.0,2.0,1.0,1.0,1.0
2368,1996-06-26,0.0,1.0,2.0,2.0,0.0
5464,2004-12-17,51052.0,0.0,0.0,0.0,1.0
8431,2013-01-31,-53185.0,2.0,0.0,0.0,0.0
2798,1997-08-30,-108134.0,1.0,1.0,1.0,0.0
5641,2005-06-12,-35923.0,1.0,2.0,2.0,1.0
4749,2003-01-02,509322.0,2.0,1.0,1.0,0.0
48,1990-02-18,-22351.0,2.0,0.0,0.0,1.0
9941,2017-03-21,-26578.0,1.0,1.0,1.0,1.0
5167,2004-02-24,60697.0,2.0,1.0,1.0,0.0
5207,2004-04-04,126650.0,1.0,2.0,2.0,0.0
1510,1994-02-19,-23034.0,2.0,0.0,0.0,0.0
3975,2000-11-19,-462460.0,2.0,0.0,0.0,1.0
2736,1997-06-29,226536.0,1.0,2.0,2.0,1.0
4304,2001-10-14,0.0,1.0,0.0,0.0,1.0
9356,2015-08-14,89729.0,0.0,1.0,1.0,1.0
3999,2000-12-13,-1262023.0,2.0,2.0,2.0,1.0
6018,2006-06-24,-34660.0,0.0,2.0,2.0,0.0
9413,2015-10-10,-350332.0,2.0,1.0,1.0,1.0
5074,2003-11-23,249317.0,2.0,0.0,0.0,1.0
9380,2015-09-07,-30050.0,0.0,1.0,1.0,0.0
3913,2000-09-18,-121798.0,1.0,0.0,0.0,1.0
6795,2008-08-09,-69505.0,0.0,2.0,2.0,0.0
7264,2009-11-21,-350332.0,2.0,1.0,1.0,1.0
1808,1994-12-14,95751.0,1.0,0.0,0.0,0.0
6782,2008-07-27,-35735.0,0.0,2.0,2.0,1.0
4078,2001-03-02,239809.0,2.0,1.0,1.0,1.0
3889,2000-08-25,-98283.0,1.0,0.0,0.0,1.0
4968,2003-08-09,-148849.0,1.0,1.0,1.0,0.0
3807,2000-06-04,0.0,1.0,2.0,2.0,0.0
10217,2017-12-22,44701.0,0.0,0.0,0.0,0.0
9597,2016-04-11,204238.0,2.0,1.0,1.0,1.0
8792,2014-01-27,-52921.0,2.0,1.0,1.0,1.0
4342,2001-11-21,-18673.0,0.0,0.0,0.0,0.0
7413,2010-04-19,95041.0,2.0,2.0,2.0,0.0
7665,2010-12-27,-182698.0,2.0,0.0,0.0,0.0
6796,2008-08-10,-69357.0,0.0,2.0,2.0,1.0
4527,2002-05-25,-32399.0,1.0,2.0,2.0,1.0
7012,2009-03-14,-68472.0,2.0,2.0,2.0,0.0
3340,1999-02-23,172462.0,1.0,1.0,1.0,0.0
7038,2009-04-09,-33522.0,1.0,2.0,2.0,1.0
6578,2008-01-05,100648.0,0.0,0.0,0.0,0.0
2939,1998-01-18,72081.0,2.0,0.0,0.0,1.0
4316,2001-10-26,-21978.0,1.0,0.0,0.0,0.0
6073,2006-08-18,-60126.0,0.0,1.0,1.0,1.0
7036,2009-04-07,-33641.0,2.0,2.0,2.0,0.0
4516,2002-05-14,471456.0,1.0,2.0,2.0,0.0
5400,2004-10-14,0.0,0.0,0.0,0.0,1.0
19,1990-01-20,-389917.0,2.0,0.0,0.0,0.0
3864,2000-07-31,-111399.0,1.0,1.0,1.0,0.0
806,1992-03-17,25542.0,0.0,0.0,0.0,0.0
6388,2007-06-29,0.0,0.0,2.0,2.0,0.0
5763,2005-10-12,111753.0,0.0,0.0,0.0,1.0
9709,2016-08-01,-97303.0,1.0,2.0,2.0,0.0
3174,1998-09-10,-278733.0,1.0,0.0,0.0,0.0
4636,2002-09-11,-119473.0,0.0,0.0,0.0,0.0
4979,2003-08-20,-113595.0,1.0,1.0,1.0,0.0
2153,1995-11-24,-108024.0,2.0,0.0,0.0,0.0
2068,1995-08-31,-127391.0,0.0,0.0,0.0,0.0
4021,2001-01-04,2726351.0,2.0,2.0,2.0,0.0
2363,1996-06-21,0.0,1.0,2.0,2.0,1.0
9979,2017-04-28,61829.0,0.0,2.0,2.0,0.0
6565,2007-12-23,-31363.0,0.0,0.0,0.0,0.0
1792,1994-11-28,14850.0,1.0,0.0,0.0,0.0
6746,2008-06-21,0.0,1.0,2.0,2.0,0.0
2091,1995-09-23,-260353.0,1.0,0.0,0.0,0.0
1645,1994-07-04,-31645.0,1.0,2.0,2.0,1.0
6268,2007-03-01,-88366.0,2.0,1.0,1.0,0.0
4090,2001-03-14,-366743.0,2.0,2.0,2.0,1.0
9998,2017-05-17,99039.0,0.0,2.0,2.0,1.0
1400,1993-11-01,-151829.0,2.0,0.0,0.0,1.0
4812,2003-03-06,107998.0,2.0,1.0,1.0,0.0
3735,2000-03-24,0.0,0.0,1.0,1.0,1.0
1174,1993-03-20,28038.0,0.0,1.0,1.0,1.0
6200,2006-12-23,-209808.0,2.0,0.0,0.0,0.0
8126,2012-04-01,-26814.0,0.0,1.0,1.0,0.0
5106,2003-12-25,-25510.0,2.0,0.0,0.0,0.0
1908,1995-03-24,155749.0,2.0,0.0,0.0,0.0
3334,1999-02-17,27764.0,1.0,1.0,1.0,0.0
2680,1997-05-04,-77527.0,0.0,0.0,0.0,0.0
8620,2013-08-08,-66643.0,0.0,2.0,2.0,0.0
4672,2002-10-17,220499.0,0.0,0.0,0.0,0.0
2621,1997-03-06,54610.0,1.0,1.0,1.0,0.0
8812,2014-02-16,-188642.0,2.0,1.0,1.0,1.0
5439,2004-11-22,-47723.0,1.0,0.0,0.0,0.0
4747,2002-12-31,596978.0,2.0,1.0,1.0,1.0
9543,2016-02-17,-311902.0,2.0,0.0,0.0,1.0
4022,2001-01-05,1388651.0,2.0,2.0,2.0,0.0
3640,1999-12-20,-44701.0,2.0,0.0,0.0,0.0
1452,1993-12-23,-90652.0,2.0,0.0,0.0,1.0
5692,2005-08-02,-97844.0,1.0,2.0,2.0,0.0
6121,2006-10-05,-209540.0,2.0,0.0,0.0,0.0
1298,1993-07-22,-60487.0,1.0,1.0,1.0,0.0
4004,2000-12-18,-690684.0,2.0,1.0,1.0,1.0
924,1992-07-13,-31645.0,1.0,2.0,2.0,0.0
5291,2004-06-27,-68547.0,0.0,2.0,2.0,0.0
1234,1993-05-19,0.0,2.0,2.0,2.0,1.0
10218,2017-12-23,44701.0,0.0,0.0,0.0,0.0
6210,2007-01-02,25874.0,2.0,0.0,0.0,0.0
9700,2016-07-23,-66790.0,1.0,2.0,2.0,0.0
2190,1995-12-31,472143.0,2.0,0.0,0.0,1.0
5269,2004-06-05,0.0,0.0,2.0,2.0,0.0
1320,1993-08-13,-111947.0,0.0,1.0,1.0,0.0
9174,2015-02-13,-211147.0,2.0,0.0,0.0,1.0
3206,1998-10-12,-64814.0,0.0,0.0,0.0,1.0
7515,2010-07-30,-70170.0,0.0,2.0,2.0,0.0
432,1991-03-09,140189.0,2.0,0.0,0.0,0.0
280,1990-10-08,-93363.0,0.0,0.0,0.0,0.0
1683,1994-08-11,0.0,1.0,1.0,1.0,1.0
1770,1994-11-06,-517849.0,2.0,0.0,0.0,1.0
6599,2008-01-26,164031.0,0.0,1.0,1.0,0.0
4,1990-01-05,-25476.0,2.0,0.0,0.0,1.0
3196,1998-10-02,21977.0,0.0,0.0,0.0,1.0
8597,2013-07-16,-104644.0,0.0,2.0,2.0,0.0
8925,2014-06-09,70765.0,0.0,2.0,2.0,0.0
1134,1993-02-08,103433.0,1.0,0.0,0.0,0.0
3788,2000-05-16,63109.0,2.0,2.0,2.0,0.0
10096,2017-08-23,-113732.0,0.0,1.0,1.0,0.0
1287,1993-07-11,-124509.0,1.0,2.0,2.0,0.0
2473,1996-10-09,-73606.0,0.0,0.0,0.0,0.0
5380,2004-09-24,-131210.0,0.0,0.0,0.0,0.0
5651,2005-06-22,-35811.0,0.0,2.0,2.0,0.0
121,1990-05-02,30076.0,0.0,1.0,1.0,0.0
6950,2009-01-11,30226.0,1.0,1.0,1.0,0.0
1632,1994-06-21,0.0,1.0,2.0,2.0,0.0
5537,2005-02-28,128370.0,0.0,2.0,2.0,0.0
9618,2016-05-02,121254.0,2.0,1.0,1.0,0.0
1492,1994-02-01,-838095.0,2.0,1.0,1.0,0.0
969,1992-08-27,-108902.0,1.0,1.0,1.0,1.0
7066,2009-05-07,0.0,1.0,2.0,2.0,0.0
2214,1996-01-24,-540675.0,2.0,1.0,1.0,0.0
8383,2012-12-14,106380.0,2.0,1.0,1.0,1.0
6450,2007-08-30,-94291.0,0.0,2.0,2.0,0.0
2397,1996-07-25,-147452.0,1.0,1.0,1.0,1.0
2821,1997-09-22,-138534.0,0.0,0.0,0.0,0.0
4172,2001-06-04,0.0,2.0,2.0,2.0,0.0
8540,2013-05-20,105980.0,2.0,2.0,2.0,0.0
4600,2002-08-06,-86282.0,1.0,1.0,1.0,0.0
7915,2011-09-03,-54744.0,0.0,1.0,1.0,1.0
7249,2009-11-06,135423.0,2.0,1.0,1.0,1.0
5277,2004-06-13,-69949.0,0.0,2.0,2.0,0.0
1448,1993-12-19,-37345.0,2.0,0.0,0.0,0.0
9281,2015-05-31,0.0,0.0,2.0,2.0,1.0
6269,2007-03-02,-117333.0,2.0,1.0,1.0,1.0
808,1992-03-19,25609.0,0.0,0.0,0.0,0.0
2120,1995-10-22,-51951.0,0.0,0.0,0.0,0.0
6632,2008-02-28,94398.0,0.0,2.0,2.0,0.0
4548,2002-06-15,0.0,1.0,2.0,2.0,0.0
9578,2016-03-23,52921.0,2.0,1.0,1.0,0.0
5237,2004-05-04,69431.0,0.0,2.0,2.0,1.0
1306,1993-07-30,-59015.0,1.0,1.0,1.0,0.0
5719,2005-08-29,-86386.0,0.0,1.0,1.0,0.0
235,1990-08-24,-103035.0,0.0,0.0,0.0,0.0
7505,2010-07-20,-144515.0,1.0,2.0,2.0,0.0
2597,1997-02-10,24850.0,2.0,0.0,0.0,0.0
3945,2000-10-20,142656.0,0.0,0.0,0.0,1.0
2854,1997-10-25,-85501.0,0.0,0.0,0.0,0.0
6033,2006-07-09,-67960.0,0.0,2.0,2.0,0.0
2370,1996-06-28,-64617.0,1.0,2.0,2.0,0.0
1967,1995-05-22,0.0,1.0,2.0,2.0,0.0
4429,2002-02-16,166280.0,1.0,1.0,1.0,0.0
8802,2014-02-06,-355183.0,2.0,1.0,1.0,1.0
860,1992-05-10,32004.0,1.0,2.0,2.0,0.0
2934,1998-01-13,46068.0,2.0,0.0,0.0,1.0
3708,2000-02-26,193158.0,1.0,1.0,1.0,0.0
5644,2005-06-15,0.0,1.0,2.0,2.0,0.0
21,1990-01-22,-286082.0,2.0,0.0,0.0,0.0
8260,2012-08-13,-97087.0,0.0,2.0,2.0,1.0
2479,1996-10-15,-36260.0,1.0,0.0,0.0,0.0
8452,2013-02-21,-80138.0,2.0,1.0,1.0,1.0
760,1992-01-31,83436.0,0.0,0.0,0.0,0.0
3544,1999-09-15,-84927.0,0.0,0.0,0.0,0.0
2794,1997-08-26,-82679.0,1.0,1.0,1.0,0.0
1365,1993-09-27,-122916.0,1.0,0.0,0.0,0.0
5437,2004-11-20,-48053.0,1.0,0.0,0.0,0.0
7429,2010-05-05,67447.0,1.0,2.0,2.0,0.0
8474,2013-03-15,-243151.0,2.0,1.0,1.0,0.0
5242,2004-05-09,141678.0,1.0,2.0,2.0,1.0
6227,2007-01-19,0.0,2.0,0.0,0.0,0.0
8500,2013-04-10,373958.0,2.0,2.0,2.0,1.0
2980,1998-02-28,81356.0,1.0,1.0,1.0,0.0
8605,2013-07-24,-68621.0,0.0,2.0,2.0,0.0
2299,1996-04-18,136269.0,1.0,1.0,1.0,0.0
8650,2013-09-07,-90476.0,0.0,1.0,1.0,0.0
7444,2010-05-20,0.0,1.0,2.0,2.0,0.0
3336,1999-02-19,111947.0,1.0,1.0,1.0,0.0
233,1990-08-22,-103967.0,0.0,0.0,0.0,0.0
3721,2000-03-10,58249.0,1.0,1.0,1.0,0.0
8267,2012-08-20,-95255.0,0.0,2.0,2.0,0.0
5580,2005-04-12,35549.0,1.0,2.0,2.0,0.0
4637,2002-09-12,-118479.0,0.0,0.0,0.0,0.0
715,1991-12-17,85230.0,0.0,0.0,0.0,1.0
208,1990-07-28,-87425.0,1.0,1.0,1.0,0.0
4521,2002-05-19,32147.0,1.0,2.0,2.0,0.0
9729,2016-08-21,-60487.0,0.0,1.0,1.0,0.0
5300,2004-07-06,-67155.0,0.0,2.0,2.0,1.0
2390,1996-07-18,-121537.0,1.0,1.0,1.0,0.0
5585,2005-04-17,-106808.0,2.0,2.0,2.0,1.0
1014,1992-10-11,-213787.0,1.0,0.0,0.0,0.0
3219,1998-10-25,-20486.0,0.0,0.0,0.0,1.0
9183,2015-02-22,131882.0,2.0,1.0,1.0,1.0
6468,2007-09-17,-144670.0,1.0,1.0,1.0,0.0
10122,2017-09-18,-76727.0,0.0,0.0,0.0,0.0
387,1991-01-23,147504.0,2.0,0.0,0.0,0.0
1860,1995-02-04,-392636.0,2.0,0.0,0.0,0.0
2415,1996-08-12,-82066.0,0.0,1.0,1.0,1.0
1903,1995-03-19,-394651.0,2.0,0.0,0.0,1.0
1883,1995-02-27,110580.0,2.0,1.0,1.0,1.0
6114,2006-09-28,-76727.0,0.0,0.0,0.0,0.0
3764,2000-04-22,884556.0,2.0,2.0,2.0,1.0
3172,1998-09-08,-98938.0,1.0,0.0,0.0,0.0
1318,1993-08-11,-112907.0,1.0,1.0,1.0,0.0
8939,2014-06-23,0.0,0.0,2.0,2.0,1.0
6529,2007-11-17,-108782.0,0.0,0.0,0.0,0.0
5687,2005-07-28,-66134.0,0.0,2.0,2.0,1.0
8443,2013-02-12,79230.0,2.0,1.0,1.0,1.0
9181,2015-02-20,-103769.0,2.0,0.0,0.0,1.0
8764,2013-12-30,-185812.0,2.0,1.0,1.0,0.0
4318,2001-10-28,-108024.0,1.0,0.0,0.0,0.0
4427,2002-02-14,244980.0,1.0,1.0,1.0,0.0
356,1990-12-23,75084.0,1.0,0.0,0.0,1.0
8912,2014-05-27,69210.0,0.0,2.0,2.0,1.0
4639,2002-09-14,-70094.0,0.0,0.0,0.0,0.0
9199,2015-03-10,-53527.0,2.0,1.0,1.0,0.0
8298,2012-09-20,-112222.0,0.0,1.0,1.0,0.0
7550,2010-09-03,-95686.0,0.0,2.0,2.0,0.0
2652,1997-04-06,27560.0,1.0,1.0,1.0,0.0
9296,2015-06-15,-34771.0,0.0,2.0,2.0,0.0
1173,1993-03-19,28005.0,0.0,1.0,1.0,0.0
3902,2000-09-07,-113513.0,0.0,0.0,0.0,0.0
7466,2010-06-11,310378.0,2.0,2.0,2.0,1.0
1246,1993-05-31,-163798.0,2.0,2.0,2.0,0.0
9084,2014-11-15,358277.0,2.0,1.0,1.0,1.0
4568,2002-07-05,-64472.0,1.0,2.0,2.0,1.0
3270,1998-12-15,-36803.0,0.0,0.0,0.0,0.0
5052,2003-11-01,556362.0,0.0,0.0,0.0,0.0
1584,1994-05-04,29385.0,1.0,1.0,1.0,0.0
3037,1998-04-26,-154307.0,2.0,2.0,2.0,1.0
7630,2010-11-22,840644.0,2.0,1.0,1.0,1.0
3382,1999-04-06,-61972.0,2.0,2.0,2.0,0.0
7666,2010-12-28,156355.0,2.0,0.0,0.0,1.0
1895,1995-03-11,-89520.0,2.0,1.0,1.0,0.0
2885,1997-11-25,192215.0,2.0,0.0,0.0,1.0
5869,2006-01-26,58179.0,2.0,1.0,1.0,0.0
4716,2002-11-30,-291596.0,2.0,1.0,1.0,1.0
9419,2015-10-16,0.0,0.0,1.0,1.0,0.0
6158,2006-11-11,158918.0,1.0,0.0,0.0,0.0
3237,1998-11-12,-40227.0,1.0,0.0,0.0,1.0
7966,2011-10-24,109888.0,0.0,0.0,0.0,1.0
2492,1996-10-28,-64930.0,0.0,0.0,0.0,0.0
9954,2017-04-03,138992.0,1.0,1.0,1.0,0.0
281,1990-10-09,-56017.0,0.0,0.0,0.0,0.0
7595,2010-10-18,0.0,0.0,2.0,2.0,0.0
2910,1997-12-20,526718.0,2.0,0.0,0.0,1.0
6583,2008-01-10,87941.0,0.0,0.0,0.0,1.0
8678,2013-10-05,0.0,0.0,1.0,1.0,1.0
10213,2017-12-18,87910.0,0.0,0.0,0.0,1.0
6460,2007-09-09,-120552.0,0.0,1.0,1.0,0.0
3929,2000-10-04,-56018.0,0.0,0.0,0.0,1.0
3618,1999-11-28,-18673.0,1.0,0.0,0.0,0.0
4264,2001-09-04,-186990.0,1.0,1.0,1.0,0.0
107,1990-04-18,88052.0,1.0,1.0,1.0,1.0
2969,1998-02-17,124412.0,1.0,0.0,0.0,0.0
549,1991-07-04,-58945.0,0.0,1.0,1.0,0.0
2638,1997-03-23,0.0,1.0,1.0,1.0,0.0
9272,2015-05-22,103980.0,0.0,2.0,2.0,0.0
6315,2007-04-17,32470.0,2.0,2.0,2.0,0.0
3138,1998-08-05,-120702.0,1.0,1.0,1.0,0.0
9079,2014-11-10,53931.0,2.0,1.0,1.0,1.0
5547,2005-03-10,99803.0,0.0,2.0,2.0,0.0
4861,2003-04-24,-31645.0,2.0,2.0,2.0,1.0
5716,2005-08-26,-116916.0,0.0,1.0,1.0,0.0
4400,2002-01-18,17859.0,0.0,0.0,0.0,1.0
2282,1996-04-01,267297.0,2.0,1.0,1.0,1.0
6371,2007-06-12,0.0,0.0,2.0,2.0,0.0
5596,2005-04-28,-35961.0,2.0,2.0,2.0,0.0
804,1992-03-15,25476.0,0.0,0.0,0.0,0.0
2701,1997-05-25,0.0,0.0,1.0,1.0,1.0
4623,2002-08-29,-105038.0,0.0,0.0,0.0,0.0
2441,1996-09-07,-139195.0,0.0,0.0,0.0,0.0
6604,2008-01-31,84217.0,0.0,1.0,1.0,0.0
8098,2012-03-04,0.0,0.0,0.0,0.0,1.0
2067,1995-08-30,-107651.0,0.0,0.0,0.0,0.0
6754,2008-06-29,-36335.0,1.0,2.0,2.0,0.0
10066,2017-07-24,-63396.0,0.0,2.0,2.0,0.0
5076,2003-11-25,-76528.0,2.0,0.0,0.0,1.0
4696,2002-11-10,0.0,1.0,0.0,0.0,1.0
2695,1997-05-19,0.0,0.0,0.0,0.0,1.0
3374,1999-03-29,159655.0,2.0,2.0,2.0,0.0
5323,2004-07-29,-94826.0,0.0,2.0,2.0,0.0
8439,2013-02-08,-322374.0,2.0,1.0,1.0,0.0
817,1992-03-28,212222.0,0.0,1.0,1.0,0.0
4553,2002-06-20,-33048.0,1.0,2.0,2.0,0.0
4452,2002-03-11,0.0,2.0,1.0,1.0,0.0
1251,1993-06-05,131110.0,1.0,2.0,2.0,0.0
518,1991-06-03,-30685.0,1.0,2.0,2.0,0.0
9981,2017-04-30,93223.0,0.0,2.0,2.0,1.0
241,1990-08-30,-100121.0,0.0,0.0,0.0,0.0
7949,2011-10-07,-95777.0,0.0,0.0,0.0,0.0
3207,1998-10-13,-43210.0,0.0,0.0,0.0,1.0
9292,2015-06-11,0.0,0.0,2.0,2.0,0.0
9963,2017-04-12,118868.0,1.0,1.0,1.0,0.0
9696,2016-07-19,-101446.0,1.0,2.0,2.0,0.0
5168,2004-02-25,0.0,2.0,1.0,1.0,0.0
9891,2017-01-30,0.0,0.0,0.0,0.0,0.0
5004,2003-09-14,-150974.0,1.0,0.0,0.0,0.0
533,1991-06-18,-60980.0,1.0,1.0,1.0,0.0
3480,1999-07-13,-152715.0,1.0,1.0,1.0,0.0
10022,2017-06-10,0.0,0.0,2.0,2.0,0.0
1133,1993-02-07,128544.0,1.0,0.0,0.0,0.0
3162,1998-08-29,-158159.0,1.0,0.0,0.0,0.0
3629,1999-12-09,-71436.0,1.0,0.0,0.0,1.0
6627,2008-02-23,61759.0,0.0,2.0,2.0,0.0
9080,2014-11-11,27018.0,2.0,1.0,1.0,1.0
7103,2009-06-13,0.0,1.0,2.0,2.0,0.0
1701,1994-08-29,-1683622.0,1.0,0.0,0.0,0.0
168,1990-06-18,0.0,1.0,2.0,2.0,1.0
8881,2014-04-26,125507.0,1.0,2.0,2.0,0.0
4805,2003-02-27,25908.0,2.0,0.0,0.0,0.0
2803,1997-09-04,-131547.0,1.0,0.0,0.0,0.0
7812,2011-05-23,33377.0,1.0,2.0,2.0,0.0
2916,1997-12-26,-23034.0,2.0,0.0,0.0,1.0
9989,2017-05-08,63611.0,0.0,2.0,2.0,0.0
2056,1995-08-19,-117155.0,0.0,0.0,0.0,0.0
2317,1996-05-06,90361.0,1.0,1.0,1.0,1.0
2033,1995-07-27,-26882.0,0.0,1.0,1.0,1.0
8147,2012-04-22,330938.0,0.0,1.0,1.0,1.0
2247,1996-02-26,392636.0,2.0,1.0,1.0,1.0
242,1990-08-31,-74746.0,0.0,0.0,0.0,0.0
9195,2015-03-06,53391.0,2.0,1.0,1.0,0.0
659,1991-10-22,-53578.0,0.0,0.0,0.0,0.0
10204,2017-12-09,35718.0,0.0,0.0,0.0,1.0
2635,1997-03-20,28245.0,1.0,1.0,1.0,0.0
2057,1995-08-20,-93459.0,0.0,0.0,0.0,0.0
688,1991-11-20,136367.0,2.0,0.0,0.0,1.0
4677,2002-10-22,309901.0,1.0,0.0,0.0,1.0
1429,1993-11-30,739783.0,2.0,0.0,0.0,1.0
6380,2007-06-21,-104979.0,1.0,2.0,2.0,1.0
9488,2015-12-24,-79937.0,1.0,1.0,1.0,0.0
5094,2003-12-13,-456988.0,2.0,1.0,1.0,0.0
4248,2001-08-19,-28451.0,1.0,1.0,1.0,1.0
7315,2010-01-11,-264941.0,2.0,0.0,0.0,1.0
1757,1994-10-24,209158.0,1.0,0.0,0.0,0.0
2565,1997-01-09,405246.0,2.0,0.0,0.0,1.0
6805,2008-08-19,-68767.0,0.0,2.0,2.0,0.0
493,1991-05-09,150065.0,1.0,1.0,1.0,0.0
9074,2014-11-05,134746.0,2.0,1.0,1.0,1.0
3274,1998-12-19,-18401.0,0.0,0.0,0.0,1.0
5005,2003-09-15,-199452.0,1.0,0.0,0.0,0.0
6592,2008-01-19,378177.0,0.0,0.0,0.0,0.0
8191,2012-06-05,0.0,1.0,2.0,2.0,0.0
3541,1999-09-12,-108024.0,0.0,0.0,0.0,1.0
4629,2002-09-04,-125893.0,1.0,0.0,0.0,1.0
9913,2017-02-21,53797.0,2.0,1.0,1.0,0.0
7308,2010-01-04,-271352.0,2.0,1.0,1.0,0.0
9546,2016-02-20,-53122.0,2.0,1.0,1.0,0.0
3056,1998-05-15,148150.0,2.0,1.0,1.0,0.0
7744,2011-03-16,106649.0,2.0,1.0,1.0,1.0
3365,1999-03-20,-62184.0,2.0,2.0,2.0,0.0
2304,1996-04-23,279866.0,1.0,1.0,1.0,1.0
6089,2006-09-03,-113732.0,0.0,1.0,1.0,0.0
5486,2005-01-08,0.0,2.0,1.0,1.0,0.0
8822,2014-02-26,211147.0,2.0,1.0,1.0,1.0
572,1991-07-27,-112532.0,1.0,1.0,1.0,0.0
3819,2000-06-16,-32218.0,1.0,2.0,2.0,0.0
7172,2009-08-21,-34880.0,0.0,2.0,2.0,0.0
2549,1996-12-24,152328.0,2.0,0.0,0.0,1.0
8228,2012-07-12,-35252.0,0.0,2.0,2.0,0.0
203,1990-07-23,-89204.0,1.0,1.0,1.0,0.0
2347,1996-06-05,33013.0,1.0,2.0,2.0,0.0
4244,2001-08-15,-57349.0,1.0,1.0,1.0,0.0
3690,2000-02-08,49207.0,1.0,0.0,0.0,1.0
380,1991-01-16,-623711.0,2.0,0.0,0.0,1.0
2191,1996-01-01,613430.0,2.0,0.0,0.0,1.0
10017,2017-06-05,0.0,0.0,2.0,2.0,1.0
5447,2004-11-30,24027.0,1.0,0.0,0.0,1.0
3946,2000-10-21,353484.0,0.0,0.0,0.0,0.0
5080,2003-11-29,-76131.0,2.0,0.0,0.0,1.0
7410,2010-04-16,125364.0,2.0,2.0,2.0,0.0
4526,2002-05-24,32399.0,1.0,2.0,2.0,1.0
2051,1995-08-14,-86980.0,0.0,0.0,0.0,0.0
2098,1995-09-30,-54391.0,0.0,0.0,0.0,1.0
8117,2012-03-23,0.0,0.0,1.0,1.0,0.0
759,1992-01-30,62577.0,0.0,0.0,0.0,0.0
10116,2017-09-12,-52652.0,0.0,0.0,0.0,0.0
9434,2015-10-31,-52719.0,1.0,0.0,0.0,0.0
6100,2006-09-14,-107458.0,0.0,1.0,1.0,1.0
528,1991-06-13,-30685.0,1.0,2.0,2.0,0.0
8494,2013-04-04,624021.0,2.0,1.0,1.0,1.0
5391,2004-10-05,-73369.0,0.0,0.0,0.0,0.0
8268,2012-08-21,-94934.0,0.0,2.0,2.0,0.0
7058,2009-04-29,0.0,1.0,2.0,2.0,0.0
8726,2013-11-22,-26075.0,2.0,0.0,0.0,0.0
5317,2004-07-23,-96763.0,0.0,2.0,2.0,0.0
3652,2000-01-01,90652.0,2.0,0.0,0.0,0.0
